09:00:00.000,100
09:00:00.355,100.2
09:00:01.188,100.1
09:00:01.258,100.15
09:00:02.186,100.3
09:00:03.136,100.4
09:00:03.556,100.3
09:00:03.625,100.35
09:00:03.856,100.25
09:00:04.056,100.2
09:00:04.309,100.05
09:00:05.023,100.15
09:00:06.001,100.2
09:00:06.270,100.4
09:00:06.706,100.55
09:00:07.348,100.45
09:00:07.641,100.4
09:00:08.028,100.2
09:00:08.571,100.35
09:00:08.835,100.45
09:00:09.290,100.55
09:00:09.452,100.7
09:00:09.458,100.6
09:00:10.428,100.65
09:00:10.815,100.85
09:00:11.268,100.7
09:00:12.380,100.65
09:00:12.945,100.6
09:00:13.032,100.45
09:00:13.879,100.65
09:00:13.992,100.6
09:00:15.174,100.65
09:00:15.527,100.75
09:00:15.882,100.65
09:00:16.458,100.55
09:00:17.071,100.65
09:00:17.568,100.5
09:00:18.213,100.65
09:00:18.456,100.55
09:00:18.688,100.45
09:00:18.922,100.4
09:00:19.733,100.55
09:00:20.246,100.65
09:00:20.674,100.55
09:00:21.176,100.65
09:00:21.748,100.85
09:00:21.993,100.7
09:00:22.622,100.6
09:00:23.097,100.65
09:00:23.431,100.55
09:00:24.343,100.75
09:00:24.672,100.95
09:00:24.768,100.85
09:00:25.516,100.95
09:00:27.280,101.05
09:00:27.660,100.85
09:00:27.917,100.7
09:00:28.267,100.55
09:00:29.142,100.65
09:00:29.602,100.6
09:00:30.028,100.55
09:00:30.242,100.65
09:00:30.279,100.5
09:00:31.753,100.6
09:00:32.894,100.45
09:00:33.426,100.4
09:00:34.031,100.35
09:00:34.058,100.45
09:00:34.545,100.55
09:00:34.930,100.7
09:00:35.160,100.8
09:00:35.332,100.9
09:00:35.379,101.0
09:00:36.030,101.1
09:00:36.704,101.25
09:00:37.436,101.15
09:00:39.033,101.3
09:00:39.225,101.15
09:00:39.400,101.05
09:00:40.145,100.85
09:00:40.685,101.0
09:00:41.053,101.2
09:00:41.868,101.1
09:00:42.625,101.05
09:00:43.066,101.1
09:00:43.801,100.95
09:00:44.264,100.85
09:00:45.242,100.8
09:00:45.296,100.7
09:00:45.550,100.9
09:00:45.765,100.8
09:00:45.896,100.85
09:00:46.428,101.0
09:00:46.795,100.9
09:00:47.450,100.8
09:00:47.607,100.65
09:00:47.644,100.7
09:00:48.027,100.8
09:00:49.006,100.75
09:00:49.245,100.8
09:00:49.592,100.6
09:00:50.548,100.5
09:00:51.372,100.3
09:00:51.930,100.2
09:00:52.503,100.35
09:00:52.735,100.5
09:00:54.100,100.6
09:00:54.745,100.75
09:00:56.617,100.65
09:00:57.063,100.55
09:00:57.404,100.7
09:00:57.602,100.75
09:00:58.232,100.9
09:00:58.810,100.95
09:00:59.336,101.15
09:01:00.205,101.3
09:01:01.147,101.1
09:01:02.091,101.25
09:01:03.055,101.15
09:01:03.763,101.1
09:01:04.738,101.15
09:01:05.744,101.2
09:01:06.095,101.3
09:01:07.464,101.35
09:01:08.885,101.15
09:01:09.664,101.0
09:01:10.340,101.1
09:01:11.234,101.25
09:01:12.039,101.35
09:01:12.798,101.2
09:01:13.745,101.25
09:01:13.821,101.15
09:01:14.770,101.3
09:01:14.859,101.2
09:01:15.497,101.25
09:01:16.405,101.15
09:01:17.262,101.25
09:01:18.065,101.3
09:01:18.110,101.25
09:01:19.369,101.15
09:01:19.969,101.2
09:01:20.360,101.35
09:01:21.126,101.3
09:01:21.802,101.45
09:01:22.080,101.6
09:01:22.352,101.45
09:01:22.971,101.3
09:01:23.947,101.15
09:01:24.118,101.05
09:01:24.789,100.9
09:01:25.114,100.75
09:01:25.860,100.9
09:01:26.157,101.05
09:01:26.503,100.9
09:01:26.737,100.95
09:01:27.251,101.0
09:01:27.982,101.1
09:01:28.926,101.0
09:01:29.729,101.2
09:01:30.596,101.05
09:01:30.919,101.2
09:01:31.392,101.35
09:01:31.408,101.45
09:01:32.193,101.65
09:01:32.975,101.5
09:01:33.049,101.35
09:01:33.545,101.5
09:01:34.258,101.45
09:01:34.878,101.5
09:01:35.403,101.6
09:01:35.500,101.55
09:01:35.733,101.4
09:01:36.180,101.5
09:01:36.827,101.7
09:01:37.183,101.6
09:01:37.294,101.65
09:01:37.950,101.8
09:01:38.743,102.0
09:01:38.992,101.85
09:01:39.618,102.0
09:01:40.010,102.05
09:01:40.816,102.1
09:01:41.304,101.9
09:01:42.056,101.75
09:01:42.863,101.85
09:01:43.412,101.65
09:01:43.982,101.6
09:01:44.500,101.7
09:01:45.239,101.6
